"","Stealth","Career","Student.Type","Anticipated.Start.Term.Year","Student.Stage","App.Application.Status","AgeGroup","Region","n"
"275","Not Stealth","Graduate","Graduate","Spring 2021","Applicant","Applied","20-26","Remaining USA",2
"276","Not Stealth","Graduate","Graduate","Spring 2021","Applicant","Applied","27 and Up","Maine",19
"277","Not Stealth","Graduate","Graduate","Spring 2021","Applicant","Applied","27 and Up","Remaining USA",2
"278","Not Stealth","Graduate","Graduate","Spring 2021","Applicant","Confirmed","19 and Under","Maine",2
"279","Not Stealth","Graduate","Graduate","Spring 2021","Applicant","Confirmed","20-26","Maine",12
"280","Not Stealth","Graduate","Graduate","Spring 2021","Applicant","Confirmed","20-26","Other NE",1
"281","Not Stealth","Graduate","Graduate","Spring 2021","Applicant","Confirmed","20-26","Remaining USA",2
"282","Not Stealth","Graduate","Graduate","Spring 2021","Applicant","Confirmed","20-26","Targeted OOS",1
"283","Not Stealth","Graduate","Graduate","Spring 2021","Applicant","Confirmed","27 and Up","Maine",20
"284","Not Stealth","Graduate","Graduate","Spring 2021","Applicant","Confirmed","27 and Up","Remaining USA",5
"285","Not Stealth","Graduate","Graduate","Spring 2021","Applicant","Confirmed","27 and Up","Targeted OOS",1
"286","Not Stealth","Graduate","Graduate","Spring 2021","Inquiry","Enrolled","27 and Up","Maine",2
"287","Not Stealth","Graduate","Graduate","Spring 2021","Inquiry","Inquiry","20-26","Maine",5
"288","Not Stealth","Graduate","Graduate","Spring 2021","Inquiry","Inquiry","20-26","Remaining USA",2
"289","Not Stealth","Graduate","Graduate","Spring 2021","Inquiry","Inquiry","20-26","Targeted OOS",1
"290","Not Stealth","Graduate","Graduate","Spring 2021","Inquiry","Inquiry","27 and Up","Maine",21
"291","Not Stealth","Graduate","Graduate","Spring 2021","Inquiry","Inquiry","27 and Up","Other NE",2
"292","Not Stealth","Graduate","Graduate","Spring 2021","Inquiry","Inquiry","27 and Up","Remaining USA",11
"293","Not Stealth","Graduate","Graduate","Spring 2021","Inquiry","Inquiry","27 and Up","Targeted OOS",1
"294","Not Stealth","Graduate","Graduate","Spring 2021","Inquiry","Inquiry","Unknown","Maine",53
"295","Not Stealth","Graduate","Graduate","Spring 2021","Inquiry","Inquiry","Unknown","Remaining USA",18
"296","Not Stealth","Graduate","Graduate","Spring 2021","Inquiry","Inquiry","Unknown","Targeted OOS",2
"297","Not Stealth","Graduate","Graduate","Spring 2022","Inquiry","Inquiry","27 and Up","Maine",1
"298","Not Stealth","Graduate","Graduate","Spring 2022","Inquiry","Inquiry","27 and Up","Remaining USA",1
"299","Not Stealth","Graduate","Graduate","Spring 2022","Inquiry","Inquiry","Unknown","Maine",2
"300","Not Stealth","Undergraduate","","Fall 2018","Inquiry","Inquiry","19 and Under","Maine",19
"301","Not Stealth","Undergraduate","","Fall 2018","Inquiry","Inquiry","19 and Under","Targeted OOS",1
"302","Not Stealth","Undergraduate","","Fall 2018","Inquiry","Inquiry","27 and Up","Remaining USA",1
"303","Not Stealth","Undergraduate","","Fall 2018","Inquiry","Inquiry","Unknown","Maine",1
"304","Not Stealth","Undergraduate","","Fall 2018","Inquiry","Inquiry","Unknown","Targeted OOS",3
"305","Not Stealth","Undergraduate","","Fall 2019","Inquiry","Inquiry","19 and Under","Remaining USA",2
"306","Not Stealth","Undergraduate","","Fall 2019","Inquiry","Inquiry","20-26","Maine",1
"307","Not Stealth","Undergraduate","","Fall 2019","Inquiry","Inquiry","27 and Up","Maine",1
"308","Not Stealth","Undergraduate","","Fall 2019","Inquiry","Inquiry","27 and Up","Remaining USA",1
"309","Not Stealth","Undergraduate","","Fall 2019","Inquiry","Inquiry","Unknown","Maine",2
"310","Not Stealth","Undergraduate","","Fall 2019","Inquiry","Inquiry","Unknown","Remaining USA",2
"311","Not Stealth","Undergraduate","","Fall 2019","Inquiry","Inquiry","Unknown","Targeted OOS",1
"312","Not Stealth","Undergraduate","","Fall 2020","Inquiry","Inquiry","19 and Under","Targeted OOS",2
"313","Not Stealth","Undergraduate","","Fall 2020","Inquiry","Inquiry","20-26","Maine",4
"314","Not Stealth","Undergraduate","","Fall 2020","Inquiry","Inquiry","20-26","Remaining USA",2
"315","Not Stealth","Undergraduate","","Fall 2020","Inquiry","Inquiry","27 and Up","Maine",7
"316","Not Stealth","Undergraduate","","Fall 2020","Inquiry","Inquiry","27 and Up","Remaining USA",1
"317","Not Stealth","Undergraduate","","Fall 2020","Inquiry","Inquiry","Unknown","Other NE",1
"318","Not Stealth","Undergraduate","","Fall 2020","Inquiry","Inquiry","Unknown","Remaining USA",1
"319","Not Stealth","Undergraduate","","Fall 2021","Inquiry","Inquiry","19 and Under","Remaining USA",2
"320","Not Stealth","Undergraduate","","Fall 2021","Inquiry","Inquiry","19 and Under","Targeted OOS",1
"321","Not Stealth","Undergraduate","","Fall 2021","Inquiry","Inquiry","27 and Up","Targeted OOS",1
"322","Not Stealth","Undergraduate","","Fall 2021","Inquiry","Inquiry","Unknown","Targeted OOS",1
"323","Not Stealth","Undergraduate","","Fall 2022","Inquiry","Inquiry","19 and Under","Remaining USA",1
"324","Not Stealth","Undergraduate","","Spring 2018","Inquiry","Inquiry","19 and Under","Maine",12
"325","Not Stealth","Undergraduate","","Spring 2018","Inquiry","Inquiry","19 and Under","Remaining USA",1
"326","Not Stealth","Undergraduate","","Spring 2018","Inquiry","Inquiry","27 and Up","Maine",1
"327","Not Stealth","Undergraduate","","Spring 2019","Inquiry","Inquiry","19 and Under","Maine",36
"328","Not Stealth","Undergraduate","","Spring 2019","Inquiry","Inquiry","19 and Under","Remaining USA",1
"329","Not Stealth","Undergraduate","","Spring 2019","Inquiry","Inquiry","27 and Up","Maine",1
"330","Not Stealth","Undergraduate","","Spring 2020","Inquiry","Inquiry","20-26","Maine",1
"331","Not Stealth","Undergraduate","","Spring 2020","Inquiry","Inquiry","27 and Up","Maine",5
"332","Not Stealth","Undergraduate","","Spring 2020","Inquiry","Inquiry","27 and Up","Remaining USA",1
"333","Not Stealth","Undergraduate","","Spring 2020","Inquiry","Inquiry","27 and Up","Targeted OOS",1
"334","Not Stealth","Undergraduate","","Spring 2021","Inquiry","Inquiry","27 and Up","Maine",1
"335","Not Stealth","Undergraduate","","Spring 2021","Inquiry","Inquiry","27 and Up","Other NE",1
"336","Not Stealth","Undergraduate","","Spring 2021","Inquiry","Inquiry","27 and Up","Remaining USA",1
"337","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Admitted","19 and Under","Maine",1026
"338","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Admitted","19 and Under","Other NE",72
"339","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Admitted","19 and Under","Remaining USA",148
"340","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Admitted","19 and Under","Targeted OOS",523
"341","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Admitted","20-26","Maine",4
"342","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Admitted","20-26","Other NE",1
"343","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Admitted","20-26","Remaining USA",4
"344","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Admitted","20-26","Targeted OOS",6
"345","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Admitted","27 and Up","Maine",1
"346","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Applied","19 and Under","Maine",164
"347","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Applied","19 and Under","Other NE",17
"348","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Applied","19 and Under","Remaining USA",44
"349","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Applied","19 and Under","Targeted OOS",96
"350","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Applied","20-26","Maine",12
"351","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Applied","20-26","Other NE",1
"352","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Applied","20-26","Remaining USA",4
"353","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Applied","20-26","Targeted OOS",3
"354","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Applied","27 and Up","Maine",6
"355","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Confirmed","19 and Under","Maine",105
"356","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Confirmed","19 and Under","Other NE",4
"357","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Confirmed","19 and Under","Remaining USA",7
"358","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Confirmed","19 and Under","Targeted OOS",11
"359","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Confirmed","20-26","Maine",3
"360","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Confirmed","20-26","Remaining USA",1
"361","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Enrolled","19 and Under","Maine",535
"362","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Enrolled","19 and Under","Other NE",31
"363","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Enrolled","19 and Under","Remaining USA",27
"364","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Enrolled","19 and Under","Targeted OOS",76
"365","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Enrolled","20-26","Maine",15
"366","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Enrolled","20-26","Targeted OOS",5
"367","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Applicant","Enrolled","27 and Up","Maine",1
"368","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Admitted","19 and Under","Maine",20
"369","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Admitted","19 and Under","Other NE",1
"370","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Admitted","19 and Under","Remaining USA",1
"371","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Admitted","19 and Under","Targeted OOS",9
"372","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Admitted","20-26","Maine",3
"373","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Admitted","20-26","Remaining USA",2
"374","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Admitted","20-26","Targeted OOS",1
"375","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Applied","19 and Under","Maine",2
"376","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Applied","19 and Under","Other NE",1
"377","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Applied","19 and Under","Remaining USA",2
"378","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Applied","19 and Under","Targeted OOS",1
"379","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Applied","27 and Up","Maine",2
"380","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Confirmed","19 and Under","Maine",3
"381","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Confirmed","19 and Under","Targeted OOS",1
"382","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Confirmed","20-26","Maine",1
"383","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Enrolled","19 and Under","Maine",13
"384","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Enrolled","19 and Under","Other NE",1
"385","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Enrolled","19 and Under","Targeted OOS",1
"386","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Enrolled","27 and Up","Maine",3
"387","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Inquiry","19 and Under","Maine",1446
"388","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Inquiry","19 and Under","Other NE",408
"389","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Inquiry","19 and Under","Remaining USA",3981
"390","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Inquiry","19 and Under","Targeted OOS",2703
"391","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Inquiry","20-26","Maine",61
"392","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Inquiry","20-26","Other NE",3
"393","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Inquiry","20-26","Remaining USA",50
"394","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Inquiry","20-26","Targeted OOS",34
"395","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Inquiry","27 and Up","Maine",52
"396","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Inquiry","27 and Up","Other NE",1
"397","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Inquiry","27 and Up","Remaining USA",17
"398","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Inquiry","27 and Up","Targeted OOS",11
"399","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Inquiry","Unknown","Maine",86
"400","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Inquiry","Unknown","Other NE",48
"401","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Inquiry","Unknown","Remaining USA",337
"402","Not Stealth","Undergraduate","First-Year Student","Fall 2018","Inquiry","Inquiry","Unknown","Targeted OOS",253
"403","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Applicant","Admitted","19 and Under","Maine",1198
"404","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Applicant","Admitted","19 and Under","Other NE",109
"405","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Applicant","Admitted","19 and Under","Remaining USA",168
"406","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Applicant","Admitted","19 and Under","Targeted OOS",590
"407","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Applicant","Admitted","20-26","Maine",7
"408","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Applicant","Admitted","20-26","Remaining USA",1
"409","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Applicant","Admitted","20-26","Targeted OOS",2
"410","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Applicant","Admitted","27 and Up","Maine",2
"411","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Applicant","Applied","19 and Under","Maine",167
"412","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Applicant","Applied","19 and Under","Other NE",26
"413","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Applicant","Applied","19 and Under","Remaining USA",63
"414","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Applicant","Applied","19 and Under","Targeted OOS",159
"415","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Applicant","Applied","20-26","Maine",5
"416","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Applicant","Applied","20-26","Other NE",1
"417","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Applicant","Applied","20-26","Remaining USA",8
"418","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Applicant","Applied","20-26","Targeted OOS",3
"419","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Applicant","Applied","27 and Up","Maine",9
"420","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Applicant","Applied","27 and Up","Remaining USA",1
"421","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Applicant","Applied","Unknown","Maine",1
"422","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Applicant","Confirmed","19 and Under","Maine",97
"423","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Applicant","Confirmed","19 and Under","Other NE",4
"424","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Applicant","Confirmed","19 and Under","Remaining USA",3
"425","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Applicant","Confirmed","19 and Under","Targeted OOS",11
"426","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Applicant","Confirmed","20-26","Maine",2
"427","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Applicant","Confirmed","20-26","Remaining USA",1
"428","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Applicant","Confirmed","27 and Up","Maine",1
"429","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Applicant","Enrolled","19 and Under","Maine",495
"430","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Applicant","Enrolled","19 and Under","Other NE",25
